No;Regional Office;POP;Rack;Rack Size;U;Nama Perangkat;Nama Lama;Hostname;CORE;Penamaan;KodeRO;-;KodePOP;-2;NoRack;Kondisi Real;U2
1;Jabatim;Intiland Tower;1;42;42;IDLE;IDLE;;;;SBY;;INTI;-;1;;
2;Jabatim;INTI;1;;41;CISCO 3800;IDLE;SBY-INTI-1-SWC-8-CSO-3800-;;;SBY;-;#N/A;-;1;;
3;Jabatim;INTI;1;;40;KABEL MANAGEMENT ;IDLE;;;;SBY;-;#N/A;-;1;;
4;Jabatim;INTI;1;;39;CISCO 3560;Cisco ME 3800;SBY-INTI-1-SWC-7-CSO-3560-;;;SBY;-;#N/A;-;1;;
5;Jabatim;INTI;1;;38;KABEL MANAGEMENT (1);IDLE;;;;SBY;-;#N/A;-;1;;
6;Jabatim;INTI;1;;37;KABEL MANAGEMENT (1);Cisco Swac 3560;;;;SBY;-;#N/A;-;1;;
7;Jabatim;INTI;1;;36;ALLIED TELESIS AT-8000S/16 PORT (SWITCH);IDLE;SBY-INTI-1-SWC-6-ATS-AT-8000S/16-;;;SBY;-;#N/A;-;1;;
8;Jabatim;INTI;1;;35;IDLE;IDLE;;;;SBY;-;#N/A;-;1;;
9;Jabatim;INTI;1;;34;KABEL MANAGEMENT;Allied Telesis;;;;SBY;-;#N/A;-;1;;
10;Jabatim;INTI;1;;33;MICROTIK HEX LITE RB750R2 (FLEKSIBLE);IDLE;SBY-INTI-1-RTR-5-MKT-RB750R2-;;;SBY;-;#N/A;-;1;;
11;Jabatim;INTI;1;;32;IDLE;IDLE;;;;SBY;-;#N/A;-;1;;
12;Jabatim;INTI;1;;31;CISCO ASR 1004 (1);IDLE;SBY-INTI-1-RTR-4-CSO-1004-;;;SBY;-;#N/A;-;1;;
13;Jabatim;INTI;1;;30;CISCO ASR 1004 (1);IDLE;SBY-INTI-1-RTR-4-CSO-1004-;;;SBY;-;#N/A;-;1;;
14;Jabatim;INTI;1;;29;CISCO ASR 1004 (1);IDLE;SBY-INTI-1-RTR-4-CSO-1004-;;;SBY;-;#N/A;-;1;;
15;Jabatim;INTI;1;;28;CISCO ASR 1004 (1);SBY-IPD1-1004 ( Cisco ASR 1004);SBY-INTI-1-RTR-4-CSO-1004-;;;SBY;-;#N/A;-;1;;
16;Jabatim;INTI;1;;27;CISCO ASR 1004 (1);SBY-IPD1-1004 ( Cisco ASR 1004);SBY-INTI-1-RTR-4-CSO-1004-;;;SBY;-;#N/A;-;1;;
17;Jabatim;INTI;1;;26;IDLE;SBY-IPD1-1004 ( Cisco ASR 1004);;;;SBY;-;#N/A;-;1;;
18;Jabatim;INTI;1;;25;OTB TELKOM-SC12 CORE;SBY-IPD1-1004 ( Cisco ASR 1004);OTB Customer Telkom;12/SC;;SBY;-;#N/A;-;1;;
19;Jabatim;INTI;1;;24;IDLE;SBY-IPD1-1004 ( Cisco ASR 1004);;;;SBY;-;#N/A;-;1;;
20;Jabatim;INTI;1;;23;CISCO 2900 SERIES (1);IDLE;SBY-INTI-1-SWC-3-CSO-2900-;;;SBY;-;#N/A;-;1;;
21;Jabatim;INTI;1;;22;CISCO 2900 SERIES (1);OTB Fiberhome;SBY-INTI-1-SWC-3-CSO-2900-;;;SBY;-;#N/A;-;1;;
22;Jabatim;INTI;1;;21;IDLE;IDLE;;;;SBY;-;#N/A;-;1;;
23;Jabatim;INTI;1;;20;OTB FC 24 CORE;Cisco 2900;SBY-INTI-1-OTB#1-24-FC-1-;24/FC;;SBY;-;#N/A;-;1;;
24;Jabatim;INTI;1;;19;IDLE;Cisco 2900;;;;SBY;-;#N/A;-;1;;
25;Jabatim;INTI;1;;18;SERVER STORAGE PROLIAN DL160 GEN 9;IDLE;SBY-INTI-1-SVR-2-HP-DL160-;;;SBY;-;#N/A;-;1;;
26;Jabatim;INTI;1;;17;IDLE;OTB;;;;SBY;-;#N/A;-;1;;
27;Jabatim;INTI;1;;16;IDLE;IDLE;;;;SBY;-;#N/A;-;1;;
28;Jabatim;INTI;1;;15;IDLE;Server ;;;;SBY;-;#N/A;-;1;;
29;Jabatim;INTI;1;;14;IDLE;IDLE;;;;SBY;-;#N/A;-;1;;
30;Jabatim;INTI;1;;13;IDLE;IDLE;;;;SBY;-;#N/A;-;1;;
31;Jabatim;INTI;1;;12;IDLE;IDLE;;;;SBY;-;#N/A;-;1;;
32;Jabatim;INTI;1;;11;IDLE;IDLE;;;;SBY;-;#N/A;-;1;;
33;Jabatim;INTI;1;;10;IDLE;IDLE;;;;SBY;-;#N/A;-;1;;
34;Jabatim;INTI;1;;9;IDLE;IDLE;;;;SBY;-;#N/A;-;1;;
35;Jabatim;INTI;1;;8;IDLE;IDLE;;;;SBY;-;#N/A;-;1;;
36;Jabatim;INTI;1;;7;IDLE;IDLE;;;;SBY;-;#N/A;-;1;;
37;Jabatim;INTI;1;;6;Fiberhome;IDLE;SBY-INTI-1-RTR-1-FBH-FBM 1-;;;SBY;-;#N/A;-;1;;
38;Jabatim;INTI;1;;5;Cantilever;IDLE;;;;SBY;-;#N/A;-;1;;
39;Jabatim;INTI;1;;4;UPS 3KVA;IDLE;;;;SBY;-;#N/A;-;1;;
40;Jabatim;INTI;1;;3;UPS 3KVA;IDLE;;;;SBY;-;#N/A;-;1;;
41;Jabatim;INTI;1;;2;UPS 3KVA;UPS APC;;;;SBY;-;#N/A;-;1;;
42;Jabatim;INTI;1;;1;IDLE;UPS APC;;;;SBY;-;#N/A;-;1;;
43;Jabatim;INTI;2;;42;OTB 12 CORE FC ; ;SBY-INTI-2-OTB#8-12-FC-4-;12/FC;;SBY;-;#N/A;-;2;;
44;Jabatim;INTI;2;;41;OTB 12 CORE  SC (2); ;SBY-INTI-2-OTB#7-12-SC-5-;12/SC;;SBY;-;#N/A;-;2;;
45;Jabatim;INTI;2;;40;OTB 12 CORE  SC (1); ;SBY-INTI-2-OTB#6-12-SC-4-;;;SBY;-;#N/A;-;2;; 
46;Jabatim;INTI;2;;39;IDLE; ;;;;SBY;-;#N/A;-;2;; 
47;Jabatim;INTI;2;;38;OTB 12 CORE FC ; ;SBY-INTI-2-OTB#5-12-FC-2-;12/FC;;SBY;-;#N/A;-;2;; 
48;Jabatim;INTI;2;;37;IDLE; ;;;;SBY;-;#N/A;-;2;; 
49;Jabatim;INTI;2;;36;OTB 24 CORE SC (2); ;SBY-INTI-2-OTB#4-24-SC-3-;24/SC;;SBY;-;#N/A;-;2;; 
50;Jabatim;Intiland Tower;2;;35;IDLE; ;;;;SBY;-;INTI;-;2;; 
51;Jabatim;Intiland Tower;2;;34;OTB 24 CORE SC INDONET (1); ;OTB  Custemer INDONET;24/SC;;SBY;-;INTI;-;2;; 
52;Jabatim;Intiland Tower;2;;33;OTB 24 CORE SC INDONET (1); ;OTB  Custemer INDONET;;;SBY;-;INTI;-;2;; 
53;Jabatim;Intiland Tower;2;;32;OTB 96 CORE SC (2); ;SBY-INTI-2-OTB#3-96-SC-2-;96/SC;;SBY;-;INTI;-;2;; 
54;Jabatim;Intiland Tower;2;;31;OTB 96 CORE SC (2); ;SBY-INTI-2-OTB#3-96-SC-2-;;;SBY;-;INTI;-;2; ; 
55;Jabatim;Intiland Tower;2;;30;OTB 96 CORE SC (2); ;SBY-INTI-2-OTB#3-96-SC-2-;;;SBY;-;INTI;-;2;; 
56;Jabatim;Intiland Tower;2;;29;OTB 96 CORE SC (2); ;SBY-INTI-2-OTB#3-96-SC-2-;;;SBY;-;INTI;-;2;; 
57;Jabatim;Intiland Tower;2;;28;OTB 96 CORE SC (1); ;SBY-INTI-2-OTB#2-96-SC-1-;;;SBY;-;INTI;-;2;; 
58;Jabatim;Intiland Tower;2;;27;OTB 96 CORE SC (1); ;SBY-INTI-2-OTB#2-96-SC-1-;96/SC;;SBY;-;INTI;-;2; ; 
59;Jabatim;Intiland Tower;2;;26;OTB 96 CORE SC (1); ;SBY-INTI-2-OTB#2-96-SC-1-;;;SBY;-;INTI;-;2; ; 
60;Jabatim;Intiland Tower;2;;25;OTB 96 CORE SC (1); ;SBY-INTI-2-OTB#2-96-SC-1-;;;SBY;-;INTI;-;2; ; 
61;Jabatim;Intiland Tower;2;;24;OTB H3i SC 12  CORE; ;OTB Custemer H3i;12/SC;;SBY;-;INTI;-;2; ; 
62;Jabatim;Intiland Tower;2;;23;IDLE; ;;;;SBY;-;INTI;-;2;; 
63;Jabatim;Intiland Tower;2;;22;IDLE; ;;;;SBY;-;INTI;-;2;; 
64;Jabatim;Intiland Tower;2;;21;IDLE; ;;;;SBY;-;INTI;-;2; ; 
65;Jabatim;Intiland Tower;2;;20;RECTFIER NETSURE 501 (1); ;SBY-INTI-2-RECTI-2-EMS-Netsure 501;;;SBY;-;INTI;-;2;; 
66;Jabatim;Intiland Tower;2;;19;RECTFIER NETSURE 501 (1); ;SBY-INTI-2-RECTI-2-EMS-Netsure 501;;;SBY;-;INTI;-;2;; 
67;Jabatim;Intiland Tower;2;;18;RECTFIER NETSURE 501 (1); ;SBY-INTI-2-RECTI-2-EMS-Netsure 501;;;SBY;-;INTI;-;2;; 
68;Jabatim;Intiland Tower;2;;17;RECTFIER NETSURE 501 (1); ;SBY-INTI-2-RECTI-2-EMS-Netsure 501;;;SBY;-;INTI;-;2;; 
69;Jabatim;Intiland Tower;2;;16;RECTFIER NETSURE 501 (1); ;SBY-INTI-2-RECTI-2-EMS-Netsure 501;;;SBY;-;INTI;-;2; ; 
70;Jabatim;Intiland Tower;2;;15;RECTFIER NETSURE 501 (1); ;SBY-INTI-2-RECTI-2-EMS-Netsure 501;;;SBY;-;INTI;-;2;; 
71;Jabatim;Intiland Tower;2;;14;RECTFIER NETSURE 501 (1); ;SBY-INTI-2-RECTI-2-EMS-Netsure 501;;;SBY;-;INTI;-;2;; 
72;Jabatim;Intiland Tower;2;;13;RECTFIER NETSURE 501 (1); ;SBY-INTI-2-RECTI-2-EMS-Netsure 501;;;SBY;-;INTI;-;2; ; 
73;Jabatim;Intiland Tower;2;;12;RECTFIER NETSURE 501 (1); ;SBY-INTI-2-RECTI-2-EMS-Netsure 501;;;SBY;-;INTI;-;2; ; 
74;Jabatim;Intiland Tower;2;;11;IDLE; ;;;;SBY;-;INTI;-;2; ; 
75;Jabatim;Intiland Tower;2;;10;IDLE; ;;;;SBY;-;INTI;-;2; ; 
76;Jabatim;Intiland Tower;2;;9;IDLE; ;;;;SBY;-;INTI;-;2; ; 
77;Jabatim;Intiland Tower;2;;8;RECTFIER SM 40 (1) RUSAK; ;SBY-INTI-2-RECTI-1-ETN-SM40;;;SBY;-;INTI;-;2;; 
78;Jabatim;Intiland Tower;2;;7;RECTFIER SM 40 (1) RUSAK; ;SBY-INTI-2-RECTI-1-ETN-SM40;;;SBY;-;INTI;-;2;; 
79;Jabatim;Intiland Tower;2;;6;RECTFIER SM 40 (1) RUSAK; ;SBY-INTI-2-RECTI-1-ETN-SM40;;;SBY;-;INTI;-;2; ; 
80;Jabatim;Intiland Tower;2;;5;IDLE; ;;;;SBY;-;INTI;-;2; ; 
81;Jabatim;Intiland Tower;2;;4;IDLE; ;;;;SBY;-;INTI;-;2; ; 
82;Jabatim;Intiland Tower;2;;3;IDLE; ;;;;SBY;-;INTI;-;2; ; 
83;Jabatim;Intiland Tower;2;;2;IDLE; ;;;;SBY;-;INTI;-;2; ; 
84;Jabatim;Intiland Tower;2;;1;IDLE; ;;;;SBY;-;INTI;-;2; ; 
85;Jabatim;Omadata Intiland;1;Collocation;26;Raisecom;;SBY-OMDT-1-SWC-1-RSO-RAX711-;;;SBY;-;OMDT;-;1; ;
86;Jabatim;Omadata Intiland;1;Collocation; ;OTB;;SBY-OMDT-1-OTB#1-12-SC-1-4;12/SC;;SBY;-;OMDT;-;1; ;
87;Jabatim;PGN Pemuda;1;20;20;IDLE;Server PGN;;;;SBY;-;HOSBU;-;1; ; 
88;Jabatim;PGN Pemuda;1;;19;IDLE;IDLE;;;;SBY;-;HOSBU;-;1; ; 
89;Jabatim;PGN Pemuda;1;;18;IDLE;IDLE;;;;SBY;-;HOSBU;-;1; ; 
90;Jabatim;PGN Pemuda;1;;17;IDLE;IDLE;;;;SBY;-;HOSBU;-;1; ; 
91;Jabatim;PGN Pemuda;1;;16;IDLE;IDLE;;;;SBY;-;HOSBU;-;1; ; 
92;Jabatim;PGN Pemuda;1;;15;IDLE;IDLE;;;;SBY;-;HOSBU;-;1; ; 
93;Jabatim;PGN Pemuda;1;;14;Cisco 3515(PGN);Server PGN;SBY-HOSBU-1-SWC-2-CSO-3515(PGN)-;;;SBY;-;HOSBU;-;1; ; 
94;Jabatim;PGN Pemuda;1;;13;HP Prolien(PGN);Server PGN;;;;SBY;-;HOSBU;-;1; ; 
95;Jabatim;PGN Pemuda;1;;12;CISCO 2960;IDLE;SBY-HOSBU-1-SWC-1-CSO-2960-;;;SBY;-;HOSBU;-;1; ; 
96;Jabatim;PGN Pemuda;1;;11;CISCO 2960;IDLE;SBY-HOSBU-1-SWC-1-CSO-2960-;;;SBY;-;HOSBU;-;1; ; 
97;Jabatim;PGN Pemuda;1;;10;OTB 48;Cisco 3560;SBY-HOSBU-1-OTB#1-48-SC-1-;48/SC;;SBY;-;HOSBU;-;1; ; 
98;Jabatim;PGN Pemuda;1;;9;OTB 48;Cisco 3560;SBY-HOSBU-1-OTB#1-48-SC-1-;;;SBY;-;HOSBU;-;1; ; 
99;Jabatim;PGN Pemuda;1;;8;IDLE;IDLE;;;;SBY;-;HOSBU;-;1; ; 
100;Jabatim;PGN Pemuda;1;;7;UPS;IDLE;;;;SBY;-;HOSBU;-;1;; 
101;Jabatim;PGN Pemuda;1;;6;UPS;OTB;;;;SBY;-;HOSBU;-;1; ; 
102;Jabatim;PGN Pemuda;1;;5;IDLE;OTB;;;;SBY;-;HOSBU;-;1;; 
103;Jabatim;PGN Pemuda;1;;4;Batrai UPS;OTB;;;;SBY;-;HOSBU;-;1; ; 
104;Jabatim;PGN Pemuda;1;;3;Batrai UPS;IDLE;;;;SBY;-;HOSBU;-;1;; 
105;Jabatim;PGN Pemuda;1;;2;IDLE;IDLE;;;;SBY;-;HOSBU;-;1;; 
106;Jabatim;PGN Pemuda;1;;1;IDLE;IDLE;;;;SBY;-;HOSBU;-;1;; 
107;Jabatim;Apartemen Taman Melati;1;42;42;IDLE; ;;;;SBY;-;ATM;-;1;; 
108;Jabatim;Apartemen Taman Melati;1;;41;IDLE; ;;;;SBY;-;ATM;-;1;; 
109;Jabatim;Apartemen Taman Melati;1;;40;IDLE; ;;;;SBY;-;ATM;-;1;; 
110;Jabatim;Apartemen Taman Melati;1;;39;IDLE; ;;;;SBY;-;ATM;-;1;; 
111;Jabatim;Apartemen Taman Melati;1;;38;IDLE; ;;;;SBY;-;ATM;-;1; ; 
112;Jabatim;Apartemen Taman Melati;1;;37;IDLE; ;;;;SBY;-;ATM;-;1; ; 
113;Jabatim;Apartemen Taman Melati;1;;36;Mikrotik Cloud Core Router (CCR1009);;LPG-ATM-1-RTR-2-MKT-CCR1009-;;;SBY;-;ATM;-;1; ; 
114;Jabatim;Apartemen Taman Melati;1;;35;IDLE; ;;;;SBY;-;ATM;-;1; ; 
115;Jabatim;Apartemen Taman Melati;1;;34;IDLE; ;;;;SBY;-;ATM;-;1; ; 
116;Jabatim;Apartemen Taman Melati;1;;33;IDLE; ;;;;SBY;-;ATM;-;1; ; 
117;Jabatim;Apartemen Taman Melati;1;;32;IDLE; ;;;;SBY;-;ATM;-;1; ; 
118;Jabatim;Apartemen Taman Melati;1;;31;IDLE; ;;;;SBY;-;ATM;-;1; ; 
119;Jabatim;Apartemen Taman Melati;1;;30;IDLE; ;;;;SBY;-;ATM;-;1; ; 
120;Jabatim;Apartemen Taman Melati;1;;29;IDLE; ;;;;SBY;-;ATM;-;1; ; 
121;Jabatim;Apartemen Taman Melati;1;;28;IDLE; ;;;;SBY;-;ATM;-;1; ; 
122;Jabatim;Apartemen Taman Melati;1;;27;IDLE; ;;;;SBY;-;ATM;-;1; ; 
123;Jabatim;Apartemen Taman Melati;1;;26;IDLE; ;;;;SBY;-;ATM;-;1; ; 
124;Jabatim;Apartemen Taman Melati;1;;25;IDLE; ;;;;SBY;-;ATM;-;1; ; 
125;Jabatim;Apartemen Taman Melati;1;;24;IDLE; ;;;;SBY;-;ATM;-;1; ; 
126;Jabatim;Apartemen Taman Melati;1;;23;IDLE; ;;;;SBY;-;ATM;-;1; ; 
127;Jabatim;Apartemen Taman Melati;1;;22;IDLE; ;;;;SBY;-;ATM;-;1;;
128;Jabatim;Apartemen Taman Melati;1;;21;IDLE; ;;;;SBY;-;ATM;-;1;;
129;Jabatim;Apartemen Taman Melati;1;;20;Ciena;;LPG-ATM-1-SWC-1-CNA--;;;SBY;-;ATM;-;1;;
130;Jabatim;Apartemen Taman Melati;1;;19;OTB;;SBY-ATM-1-OTB#1-12-SC-1-1;12/SC;;SBY;-;ATM;-;1;;
131;Jabatim;Apartemen Taman Melati;1;;18;IDLE; ;;;;SBY;-;ATM;-;1;;
132;Jabatim;Apartemen Taman Melati;1;;17;IDLE; ;;;;SBY;-;ATM;-;1;;
133;Jabatim;Apartemen Taman Melati;1;;16;IDLE; ;;;;SBY;-;ATM;-;1;;
134;Jabatim;Apartemen Taman Melati;1;;15;IDLE; ;;;;SBY;-;ATM;-;1;;
135;Jabatim;Apartemen Taman Melati;1;;14;IDLE; ;;;;SBY;-;ATM;-;1;;
136;Jabatim;Apartemen Taman Melati;1;;13;IDLE; ;;;;SBY;-;ATM;-;1;;
137;Jabatim;Apartemen Taman Melati;1;;12;IDLE; ;;;;SBY;-;ATM;-;1;;
138;Jabatim;Apartemen Taman Melati;1;;11;IDLE; ;;;;SBY;-;ATM;-;1;;
139;Jabatim;Apartemen Taman Melati;1;;10;IDLE; ;;;;SBY;-;ATM;-;1;;
140;Jabatim;Apartemen Taman Melati;1;;9;IDLE; ;;;;SBY;-;ATM;-;1;;
141;Jabatim;Apartemen Taman Melati;1;;8;IDLE; ;;;;SBY;-;ATM;-;1;;
142;Jabatim;Apartemen Taman Melati;1;;7;IDLE; ;;;;SBY;-;ATM;-;1;;
143;Jabatim;Apartemen Taman Melati;1;;6;IDLE; ;;;;SBY;-;ATM;-;1;;
144;Jabatim;Apartemen Taman Melati;1;;5;IDLE; ;;;;SBY;-;ATM;-;1;;
145;Jabatim;Apartemen Taman Melati;1;;4;IDLE; ;;;;SBY;-;ATM;-;1;;
146;Jabatim;Apartemen Taman Melati;1;;3;IDLE; ;;;;SBY;-;ATM;-;1;;
147;Jabatim;Apartemen Taman Melati;1;;2;IDLE; ;;;;SBY;-;ATM;-;1;;
148;Jabatim;Apartemen Taman Melati;1;;1;IDLE; ;;;;SBY;-;ATM;-;1;;
149;Lampung;Bandar Lampung;1;42;42;IDLE; ;;;;LPG;-;BLP;-;1;;
150;Lampung;Bandar Lampung;1;;41;Tray Kabel;;;;;LPG;-;BLP;-;1;;
151;Lampung;Bandar Lampung;1;;40;IDLE; ;;;;LPG;-;BLP;-;1;;
152;Lampung;Bandar Lampung;1;;39;IDLE; ;;;;LPG;-;BLP;-;1;;
153;Lampung;Bandar Lampung;1;;38;Rectifier 1;Recti Vertiv;;;;LPG;-;BLP;-;1;;
154;Lampung;Bandar Lampung;1;;37;Rectifier 1;Recti Vertiv;;;;LPG;-;BLP;-;1;;
155;Lampung;Bandar Lampung;1;;36;Rectifier 1;Recti Vertiv;;;;LPG;-;BLP;-;1;;
156;Lampung;Bandar Lampung;1;;35;Rectifier 1;Recti Vertiv;;;;LPG;-;BLP;-;1;;
157;Lampung;Bandar Lampung;1;;34;Rectifier 1;Recti Vertiv;;;;LPG;-;BLP;-;1;;
158;Lampung;Bandar Lampung;1;;33;Rectifier 1;Recti Vertiv;;;;LPG;-;BLP;-;1;;
159;Lampung;Bandar Lampung;1;;32;Rectifier 1;Recti Vertiv;;;;LPG;-;BLP;-;1;;
160;Lampung;Bandar Lampung;1;;31;Rectifier 1;Recti Vertiv;;;;LPG;-;BLP;-;1;;
161;Lampung;Bandar Lampung;1;;30;Rectifier 1;Idle;;;;LPG;-;BLP;-;1;;
162;Lampung;Bandar Lampung;1;;29;Rectifier 1;Idle;;;;LPG;-;BLP;-;1;;
163;Lampung;Bandar Lampung;1;;28;IDLE;Idle;;;;LPG;-;BLP;-;1;;
164;Lampung;Bandar Lampung;1;;27;IDLE;Idle;;;;LPG;-;BLP;-;1;;
165;Lampung;Bandar Lampung;1;;26;Rectifier 2;Recti Vertiv;;;;LPG;-;BLP;-;1;;
166;Lampung;Bandar Lampung;1;;25;Rectifier 2;Recti Vertiv;;;;LPG;-;BLP;-;1;;
167;Lampung;Bandar Lampung;1;;24;Rectifier 2;Recti Vertiv;;;;LPG;-;BLP;-;1;;
168;Lampung;Bandar Lampung;1;;23;Rectifier 2;Recti Vertiv;;;;LPG;-;BLP;-;1;;
169;Lampung;Bandar Lampung;1;;22;Rectifier 2;Recti Vertiv;;;;LPG;-;BLP;-;1;;
170;Lampung;Bandar Lampung;1;;21;Rectifier 2;Recti Vertiv;;;;LPG;-;BLP;-;1;;
171;Lampung;Bandar Lampung;1;;20;Rectifier 2;Recti Vertiv;;;;LPG;-;BLP;-;1;;
172;Lampung;Bandar Lampung;1;;19;Rectifier 2;Recti Vertiv;;;;LPG;-;BLP;-;1;;
173;Lampung;Bandar Lampung;1;;18;Rectifier 2;Idle;;;;LPG;-;BLP;-;1;;
174;Lampung;Bandar Lampung;1;;17;Rectifier 2;Idle;;;;LPG;-;BLP;-;1;;
175;Lampung;Bandar Lampung;1;;16;IDLE; ;;;;LPG;-;BLP;-;1;;
176;Lampung;Bandar Lampung;1;;15;IDLE; ;;;;LPG;-;BLP;-;1;;
177;Lampung;Bandar Lampung;1;;14;IDLE; ;;;;LPG;-;BLP;-;1;;
178;Lampung;Bandar Lampung;1;;13;IDLE;Server Dell Itera;;;;LPG;-;BLP;-;1;;
179;Lampung;Bandar Lampung;1;;12;IDLE;Server Dell Itera;;;;LPG;-;BLP;-;1;;
180;Lampung;Bandar Lampung;1;;11;IDLE;UPS Emerson Shutdown ;;;;LPG;-;BLP;-;1;;
181;Lampung;Bandar Lampung;1;;10;UPS;UPS Emerson Shutdown ;;;;LPG;-;BLP;-;1;;
182;Lampung;Bandar Lampung;1;;9;UPS;UPS Emerson Shutdown ;;;;LPG;-;BLP;-;1;;
183;Lampung;Bandar Lampung;1;;8;UPS;UPS Emerson Shutdown ;;;;LPG;-;BLP;-;1;;
184;Lampung;Bandar Lampung;1;;7;IDLE; ;;;;LPG;-;BLP;-;1;;
185;Lampung;Bandar Lampung;1;;6;IDLE; ;;;;LPG;-;BLP;-;1;;
186;Lampung;Bandar Lampung;1;;5;IDLE; ;;;;LPG;-;BLP;-;1;;
187;Lampung;Bandar Lampung;1;;4;IDLE; ;;;;LPG;-;BLP;-;1;;
188;Lampung;Bandar Lampung;1;;3;IDLE; ;;;;LPG;-;BLP;-;1;;
189;Lampung;Bandar Lampung;1;;2;IDLE; ;;;;LPG;-;BLP;-;1;;
190;Lampung;Bandar Lampung;1;;1;IDLE; ;;;;LPG;-;BLP;-;1;;
191;Lampung;Bandar Lampung;2;42;42;IDLE; ;;;;LPG;-;BLP;-;2;;
192;Lampung;Bandar Lampung;2;;41;IDLE; ;;;;LPG;-;BLP;-;2;;
193;Lampung;Bandar Lampung;2;;40;IDLE; ;;;;LPG;-;BLP;-;2;;
194;Lampung;Bandar Lampung;2;;39;Switch Cisco Catalyst 2970 (LPG-SWIPD-2970);cisco catalyst lpg swipd 2969;LPG-BLP-2-SWC-15-CSO- Catalyst 2970-;;;LPG;-;BLP;-;2;;
195;Lampung;Bandar Lampung;2;;38;IDLE;cisco catalyst lpg swipd 2970;;;;LPG;-;BLP;-;2;;
196;Lampung;Bandar Lampung;2;;37;IDLE; ;;;;LPG;-;BLP;-;2;;
197;Lampung;Bandar Lampung;2;;36;Switch Ciena 5142 (LPG-ME1-5142);;LPG-BLP-2-SWC-14-CNA-5142-;;;LPG;-;BLP;-;2;;
198;Lampung;Bandar Lampung;2;;35;IDLE; ;;;;LPG;-;BLP;-;2;;
199;Lampung;Bandar Lampung;2;;34;Switch Ciena 5160 (BLP-ME1-5160);;LPG-BLP-2-SWC-13-CNA-5160-;;;LPG;-;BLP;-;2;;
200;Lampung;Bandar Lampung;2;;33;IDLE; ;;;;LPG;-;BLP;-;2;;
201;Lampung;Bandar Lampung;2;;32;Switch Overture 65E (BLP-ME2-MTU-OV65);Raisecom Gasnet;LPG-BLP-2-SWC-12-OVT-65E-;;;LPG;-;BLP;-;2;;
202;Lampung;Bandar Lampung;2;;31;IDLE; ;;;;LPG;-;BLP;-;2;;
203;Lampung;Bandar Lampung;2;;30;Switch CGS TP-Link TL-SG3210;;LPG-BLP-2-SWC-11-TP-LINK-TL-SG3210-;;;LPG;-;BLP;-;2;;
204;Lampung;Bandar Lampung;2;;29;Router Mikrotik RO Lampung RB2011;;LPG-BLP-2-RTR-10-MKT-RB2011-;;;LPG;-;BLP;-;2;;
205;Lampung;Bandar Lampung;2;;28;Switch Icon+ BDCOM;;LPG-BLP-2-SWC-9-BDCOM--;;;LPG;-;BLP;-;2;;
206;Lampung;Bandar Lampung;2;;27;IDLE; ;;;;LPG;-;BLP;-;2;;
207;Lampung;Bandar Lampung;2;;26;IDLE; ;;;;LPG;-;BLP;-;2;;
208;Lampung;Bandar Lampung;2;;25;Switch Ciena 5142 Gasnet;;LPG-BLP-2-SWC-8-CNA-5142 Gasnet-;;;LPG;-;BLP;-;2;;
209;Lampung;Bandar Lampung;2;;24;IDLE; ;;;;LPG;-;BLP;-;2;;
210;Lampung;Bandar Lampung;2;;23;Switch OLT Raisecom ;;LPG-BLP-2-SWC-7-RSO-OLT-;;;LPG;-;BLP;-;2;;
211;Lampung;Bandar Lampung;2;;22;IDLE; ;;;;LPG;-;BLP;-;2;;
212;Lampung;Bandar Lampung;2;;21;Switch DCN S5750E Gasnet;;LPG-BLP-2-SWC-6-DCN-S5750E Gasnet-;;;LPG;-;BLP;-;2;;
213;Lampung;Bandar Lampung;2;;20;IDLE; ;;;;LPG;-;BLP;-;2;;
214;Lampung;Bandar Lampung;2;;19;Switch Huawei Metro-E ;;LPG-BLP-2-SWC-5-HWI-Metro-E -;;;LPG;-;BLP;-;2;;
215;Lampung;Bandar Lampung;2;;18;IDLE; ;;;;LPG;-;BLP;-;2;;
216;Lampung;Bandar Lampung;2;;17;Switch Ciena 3928 (BLP-ME3-3928);;LPG-BLP-2-SWC-4-CNA-3928-;;;LPG;-;BLP;-;2;;
217;Lampung;Bandar Lampung;2;;16;IDLE; ;;;;LPG;-;BLP;-;2;;
218;Lampung;Bandar Lampung;2;;15;Juniper Running Junos (BLP-NAP-DIST);;LPG-BLP-2-APT-3-JNP--;;;LPG;-;BLP;-;2;;
219;Lampung;Bandar Lampung;2;;14;IDLE;Router Cisco ASR 1000;;;;LPG;-;BLP;-;2;;
220;Lampung;Bandar Lampung;2;;13;Router Cisco ASR 1006 ;Router Cisco ASR 1001;LPG-BLP-2-RTR-2-CSO-ASR 1006 -;;;LPG;-;BLP;-;2;;
221;Lampung;Bandar Lampung;2;;12;Router Cisco ASR 1006 ;Router Cisco ASR 1002;LPG-BLP-2-RTR-2-CSO-ASR 1006 -;;;LPG;-;BLP;-;2;;
222;Lampung;Bandar Lampung;2;;11;Router Cisco ASR 1006 ;Router Cisco ASR 1003;LPG-BLP-2-RTR-2-CSO-ASR 1006 -;;;LPG;-;BLP;-;2;;
223;Lampung;Bandar Lampung;2;;10;Router Cisco ASR 1006 ;Router Cisco ASR 1004;LPG-BLP-2-RTR-2-CSO-ASR 1006 -;;;LPG;-;BLP;-;2;;
