No;Regional Office;POP;Rack;Rack Size;U;Nama Perangkat;Nama Lama;Hostname;CORE;Penamaan;KodeRO;-;KodePOP;-2;NoRack;Kondisi Real;U2
2025;Jambi;Telco Sekernan;2;;35;MARCONI;IDLE;JBI-SKN-2-MRC-4-SEM--;;;JBI;;SKN;;2;;
2026;Jambi;Telco Sekernan;2;;34;MARCONI;IDLE;JBI-SKN-2-MRC-4-SEM--;;;JBI;;SKN;;2;;
2027;Jambi;Telco Sekernan;2;;33;MARCONI;IDLE;JBI-SKN-2-MRC-4-SEM--;;;JBI;;SKN;;2;;
2028;Jambi;Telco Sekernan;2;;32;MARCONI;IDLE;JBI-SKN-2-MRC-4-SEM--;;;JBI;;SKN;;2;;
2029;Jambi;Telco Sekernan;2;;31;MARCONI;IDLE;JBI-SKN-2-MRC-4-SEM--;;;JBI;;SKN;;2;;
2030;Jambi;Telco Sekernan;2;;30;MARCONI;IDLE;JBI-SKN-2-MRC-4-SEM--;;;JBI;;SKN;;2;;
2031;Jambi;Telco Sekernan;2;;29;MARCONI;MARCONI;JBI-SKN-2-MRC-4-SEM--;;;JBI;;SKN;;2;;
2032;Jambi;Telco Sekernan;2;;28;MARCONI;MARCONI;JBI-SKN-2-MRC-4-SEM--;;;JBI;;SKN;;2;;
2033;Jambi;Telco Sekernan;2;;27;MARCONI;MARCONI;JBI-SKN-2-MRC-4-SEM--;;;JBI;;SKN;;2;;
2034;Jambi;Telco Sekernan;2;;26;MARCONI;MARCONI;JBI-SKN-2-MRC-4-SEM--;;;JBI;;SKN;;2;;
2035;Jambi;Telco Sekernan;2;;25;MARCONI;MARCONI;JBI-SKN-2-MRC-4-SEM--;;;JBI;;SKN;;2;;
2036;Jambi;Telco Sekernan;2;;24;MARCONI;MARCONI;JBI-SKN-2-MRC-4-SEM--;;;JBI;;SKN;;2;;
2037;Jambi;Telco Sekernan;2;;23;MARCONI;MARCONI;JBI-SKN-2-MRC-4-SEM--;;;JBI;;SKN;;2;;
2038;Jambi;Telco Sekernan;2;;22;MARCONI;MARCONI;JBI-SKN-2-MRC-4-SEM--;;;JBI;;SKN;;2;;
2039;Jambi;Telco Sekernan;2;;21;MARCONI;MARCONI;JBI-SKN-2-MRC-4-SEM--;;;JBI;;SKN;;2;;
2040;Jambi;Telco Sekernan;2;;20;MARCONI;MARCONI;JBI-SKN-2-MRC-4-SEM--;;;JBI;;SKN;;2;;
2041;Jambi;Telco Sekernan;2;;19;MARCONI;MARCONI;JBI-SKN-2-MRC-4-SEM--;;;JBI;;SKN;;2;;
2042;Jambi;Telco Sekernan;2;;18;MARCONI;MARCONI;JBI-SKN-2-MRC-4-SEM--;;;JBI;;SKN;;2;;
2043;Jambi;Telco Sekernan;2;;17;MARCONI;MARCONI;JBI-SKN-2-MRC-4-SEM--;;;JBI;;SKN;;2;;
2044;Jambi;Telco Sekernan;2;;16;MARCONI;MARCONI;JBI-SKN-2-MRC-4-SEM--;;;JBI;;SKN;;2;;
2045;Jambi;Telco Sekernan;2;;15;MARCONI;MARCONI;JBI-SKN-2-MRC-4-SEM--;;;JBI;;SKN;;2;;
2046;Jambi;Telco Sekernan;2;;14;MARCONI;MARCONI;JBI-SKN-2-MRC-4-SEM--;;;JBI;;SKN;;2;;
2047;Jambi;Telco Sekernan;2;;13;MARCONI;MARCONI;JBI-SKN-2-MRC-4-SEM--;;;JBI;;SKN;;2;;
2048;Jambi;Telco Sekernan;2;;12;MARCONI;MARCONI;JBI-SKN-2-MRC-4-SEM--;;;JBI;;SKN;;2;;
2049;Jambi;Telco Sekernan;2;;11;MARCONI;MARCONI;JBI-SKN-2-MRC-4-SEM--;;;JBI;;SKN;;2;;
2050;Jambi;Telco Sekernan;2;;10;MARCONI;MARCONI;JBI-SKN-2-MRC-4-SEM--;;;JBI;;SKN;;2;;
2051;Jambi;Telco Sekernan;2;;9;MARCONI;MARCONI;JBI-SKN-2-MRC-4-SEM--;;;JBI;;SKN;;2;;
2052;Jambi;Telco Sekernan;2;;8;MARCONI;MARCONI;JBI-SKN-2-MRC-4-SEM--;;;JBI;;SKN;;2;;
2053;Jambi;Telco Sekernan;2;;7;MARCONI;MARCONI;JBI-SKN-2-MRC-4-SEM--;;;JBI;;SKN;;2;;
2054;Jambi;Telco Sekernan;2;;6;MARCONI;MARCONI;JBI-SKN-2-MRC-4-SEM--;;;JBI;;SKN;;2;;
2055;Jambi;Telco Sekernan;2;;5;MARCONI;MARCONI;JBI-SKN-2-MRC-4-SEM--;;;JBI;;SKN;;2;;
2056;Jambi;Telco Sekernan;2;;4;MARCONI;MARCONI;JBI-SKN-2-MRC-4-SEM--;;;JBI;;SKN;;2;;
2057;Jambi;Telco Sekernan;2;;3;MARCONI;MARCONI;JBI-SKN-2-MRC-4-SEM--;;;JBI;;SKN;;2;;
2058;Jambi;Telco Sekernan;2;;2;MARCONI;MARCONI;JBI-SKN-2-MRC-4-SEM--;;;JBI;;SKN;;2;;
2059;Jambi;Telco Sekernan;2;;1;MARCONI;MARCONI;JBI-SKN-2-MRC-4-SEM--;;;JBI;;SKN;;2;;
2060;Jambi;Telco Jabung;1;47;47;IDLE;IDLE;;;;JBI;;JBG;;1;;
2061;Jambi;Telco Jabung;1;;46;IDLE;IDLE;;;;JBI;;JBG;;1;;
2062;Jambi;Telco Jabung;1;;45;IDLE;IDLE;;;;JBI;;JBG;;1;;
2063;Jambi;Telco Jabung;1;;44;IDLE;IDLE;;;;JBI;;JBG;;1;;
2064;Jambi;Telco Jabung;1;;43;IDLE;IDLE;;;;JBI;;JBG;;1;;
2065;Jambi;Telco Jabung;1;;42;JUNIPER EX-2200-24T-4G (1);IDLE;JBI-JBG-1-SWC-3-JNP-EX 2200-;;;JBI;;JBG;;1;;
2066;Jambi;Telco Jabung;1;;41;JUNIPER EX-2200-24T-4G (1);JUNIPER EX-2200-24T-4G;JBI-JBG-1-SWC-3-JNP-EX 2200-;;;JBI;;JBG;;1;;
2067;Jambi;Telco Jabung;1;;40;IDLE;IDLE;;;;JBI;;JBG;;1;;
2068;Jambi;Telco Jabung;1;;39;IDLE;IDLE;;;;JBI;;JBG;;1;;
2069;Jambi;Telco Jabung;1;;38;RAISECOM RAX721;RAISECOM RAX721;JBI-JBG-1-SWC-2-RSO-RAX 721-;;;JBI;;JBG;;1;;
2070;Jambi;Telco Jabung;1;;37;Mikrotik CCR 2116 (1);IDLE;JBI-JBG-1-RTR-1-MKT-CCR 2116-;;;JBI;;JBG;;1;;
2071;Jambi;Telco Jabung;1;;36;Mikrotik CCR 2116 (1);IDLE;JBI-JBG-1-RTR-1-MKT-CCR 2116-;;;JBI;;JBG;;1;;
2072;Jambi;Telco Jabung;1;;35;IDLE;IDLE;;;;JBI;;JBG;;1;;
2073;Jambi;Telco Jabung;1;;34;OTB TGI to CONTROL ROOM - 8 CORE FC (1);OTB TGI to CONTROL ROOM - 48 CORE;JBI-JBG-1-OTB#1-8-FC-1-;8/FC;;JBI;;JBG;;1;;
2074;Jambi;Telco Jabung;1;;33;OTB TGI to CONTROL ROOM - 8 CORE FC (1);OTB TGI to CONTROL ROOM - 48 CORE;JBI-JBG-1-OTB#1-8-FC-1-;;;JBI;;JBG;;1;;
2075;Jambi;Telco Jabung;1;;32;OTB TGI to CONTROL ROOM - 8 CORE FC (1);OTB TGI to CONTROL ROOM - 48 CORE;JBI-JBG-1-OTB#1-8-FC-1-;;;JBI;;JBG;;1;;
2076;Jambi;Telco Jabung;1;;31;OTB PETROCHINA - 24 CORE ST (PELANGGAN);OTB PETROCHINA - 24 CORE;;24/ST;;JBI;;JBG;;1;;
2077;Jambi;Telco Jabung;1;;30;CABLE COMPARTMENT;IDLE;;;;JBI;;JBG;;1;;
2078;Jambi;Telco Jabung;1;;29;OTB - 24 CORE FC arah TGI (PELANGGAN);OTB - 24 CORE;;24/FC;;JBI;;JBG;;1;;
2079;Jambi;Telco Jabung;1;;28;OTB ISAT - 24 CORE FC (PELANGGAN);OTB ISAT - 24 CORE;;;;JBI;;JBG;;1;;
2080;Jambi;Telco Jabung;1;;27;CABLE COMPARTMENT;IDLE;;;;JBI;;JBG;;1;;
2081;Jambi;Telco Jabung;1;;26;OTB ANEKA NET  - 24 CORE FC (PELANGGAN);OTB ANEKA NET - 24 CORE;;24/FC;;JBI;;JBG;;1;;
2082;Jambi;Telco Jabung;1;;25;IDLE;IDLE;;;;JBI;;JBG;;1;;
2083;Jambi;Telco Jabung;1;;24;IDLE;IDLE;;;;JBI;;JBG;;1;;
2084;Jambi;Telco Jabung;1;;23;IDLE;IDLE;;;;JBI;;JBG;;1;;
2085;Jambi;Telco Jabung;1;;22;IDLE;IDLE;;;;JBI;;JBG;;1;;
2086;Jambi;Telco Jabung;1;;21;IDLE;IDLE;;;;JBI;;JBG;;1;;
2087;Jambi;Telco Jabung;1;;20;IDLE;IDLE;;;;JBI;;JBG;;1;;
2088;Jambi;Telco Jabung;1;;19;IDLE;IDLE;;;;JBI;;JBG;;1;;
2089;Jambi;Telco Jabung;1;;18;IDLE;IDLE;;;;JBI;;JBG;;1;;
2090;Jambi;Telco Jabung;1;;17;IDLE;IDLE;;;;JBI;;JBG;;1;;
2091;Jambi;Telco Jabung;1;;16;IDLE;IDLE;;;;JBI;;JBG;;1;;
2092;Jambi;Telco Jabung;1;;15;IDLE;IDLE;;;;JBI;;JBG;;1;;
2093;Jambi;Telco Jabung;1;;14;IDLE;IDLE;;;;JBI;;JBG;;1;;
2094;Jambi;Telco Jabung;1;;13;IDLE;IDLE;;;;JBI;;JBG;;1;;
2095;Jambi;Telco Jabung;1;;12;IDLE;IDLE;;;;JBI;;JBG;;1;;
2096;Jambi;Telco Jabung;1;;11;IDLE;IDLE;;;;JBI;;JBG;;1;;
2097;Jambi;Telco Jabung;1;;10;IDLE;IDLE;;;;JBI;;JBG;;1;;
2098;Jambi;Telco Jabung;1;;9;IDLE;IDLE;;;;JBI;;JBG;;1;;
2099;Jambi;Telco Jabung;1;;8;RECTIFIER INVENSYS / INTERGY (1);RECTIFIER INVENSYS / INTERGY;;;;JBI;;JBG;;1;;
2100;Jambi;Telco Jabung;1;;7;RECTIFIER INVENSYS / INTERGY (1);RECTIFIER INVENSYS / INTERGY;;;;JBI;;JBG;;1;;
2101;Jambi;Telco Jabung;1;;6;RECTIFIER INVENSYS / INTERGY (1);RECTIFIER INVENSYS / INTERGY;;;;JBI;;JBG;;1;;
2102;Jambi;Telco Jabung;1;;5;IDLE;IDLE;;;;JBI;;JBG;;1;;
2103;Jambi;Telco Jabung;1;;4;IDLE;IDLE;;;;JBI;;JBG;;1;;
2104;Jambi;Telco Jabung;1;;3;IDLE;IDLE;;;;JBI;;JBG;;1;;
2105;Jambi;Telco Jabung;1;;2;IDLE;IDLE;;;;JBI;;JBG;;1;;
2106;Jambi;Telco Jabung;1;;1;CABLE COMPARTMENT;IDLE;;;;JBI;;JBG;;1;;
2107;Jambi;Telco Jabung;2;47;47;IDLE;IDLE;;;;JBI;;JBG;;2;;
2108;Jambi;Telco Jabung;2;;46;IDLE;IDLE;;;;JBI;;JBG;;2;;
2109;Jambi;Telco Jabung;2;;45;IDLE;IDLE;;;;JBI;;JBG;;2;;
2110;Jambi;Telco Jabung;2;;44;IDLE;IDLE;;;;JBI;;JBG;;2;;
2111;Jambi;Telco Jabung;2;;43;PERANGKAT MARCONI;IDLE;JBI-JBG-2-MRC-4-SEM--;;;JBI;;JBG;;2;;
2112;Jambi;Telco Jabung;2;;42;PERANGKAT MARCONI;IDLE;JBI-JBG-2-MRC-4-SEM--;;;JBI;;JBG;;2;;
2113;Jambi;Telco Jabung;2;;41;PERANGKAT MARCONI;IDLE;JBI-JBG-2-MRC-4-SEM--;;;JBI;;JBG;;2;;
2114;Jambi;Telco Jabung;2;;40;PERANGKAT MARCONI;IDLE;JBI-JBG-2-MRC-4-SEM--;;;JBI;;JBG;;2;;
2115;Jambi;Telco Jabung;2;;39;PERANGKAT MARCONI;IDLE;JBI-JBG-2-MRC-4-SEM--;;;JBI;;JBG;;2;;
2116;Jambi;Telco Jabung;2;;38;PERANGKAT MARCONI;IDLE;JBI-JBG-2-MRC-4-SEM--;;;JBI;;JBG;;2;;
2117;Jambi;Telco Jabung;2;;37;PERANGKAT MARCONI;IDLE;JBI-JBG-2-MRC-4-SEM--;;;JBI;;JBG;;2;;
2118;Jambi;Telco Jabung;2;;36;PERANGKAT MARCONI;IDLE;JBI-JBG-2-MRC-4-SEM--;;;JBI;;JBG;;2;;
2119;Jambi;Telco Jabung;2;;35;PERANGKAT MARCONI;IDLE;JBI-JBG-2-MRC-4-SEM--;;;JBI;;JBG;;2;;
2120;Jambi;Telco Jabung;2;;34;PERANGKAT MARCONI;IDLE;JBI-JBG-2-MRC-4-SEM--;;;JBI;;JBG;;2;;
2121;Jambi;Telco Jabung;2;;33;PERANGKAT MARCONI;IDLE;JBI-JBG-2-MRC-4-SEM--;;;JBI;;JBG;;2;;
2122;Jambi;Telco Jabung;2;;32;PERANGKAT MARCONI;IDLE;JBI-JBG-2-MRC-4-SEM--;;;JBI;;JBG;;2;;
2123;Jambi;Telco Jabung;2;;31;PERANGKAT MARCONI;IDLE;JBI-JBG-2-MRC-4-SEM--;;;JBI;;JBG;;2;;
2124;Jambi;Telco Jabung;2;;30;PERANGKAT MARCONI;IDLE;JBI-JBG-2-MRC-4-SEM--;;;JBI;;JBG;;2;;
2125;Jambi;Telco Jabung;2;;29;PERANGKAT MARCONI;IDLE;JBI-JBG-2-MRC-4-SEM--;;;JBI;;JBG;;2;;
2126;Jambi;Telco Jabung;2;;28;PERANGKAT MARCONI;PERANGKAT MARCONI;JBI-JBG-2-MRC-4-SEM--;;;JBI;;JBG;;2;;
2127;Jambi;Telco Jabung;2;;27;PERANGKAT MARCONI;PERANGKAT MARCONI;JBI-JBG-2-MRC-4-SEM--;;;JBI;;JBG;;2;;
2128;Jambi;Telco Jabung;2;;26;PERANGKAT MARCONI;PERANGKAT MARCONI;JBI-JBG-2-MRC-4-SEM--;;;JBI;;JBG;;2;;
2129;Jambi;Telco Jabung;2;;25;PERANGKAT MARCONI;PERANGKAT MARCONI;JBI-JBG-2-MRC-4-SEM--;;;JBI;;JBG;;2;;
2130;Jambi;Telco Jabung;2;;24;PERANGKAT MARCONI;PERANGKAT MARCONI;JBI-JBG-2-MRC-4-SEM--;;;JBI;;JBG;;2;;
2131;Jambi;Telco Jabung;2;;23;PERANGKAT MARCONI;PERANGKAT MARCONI;JBI-JBG-2-MRC-4-SEM--;;;JBI;;JBG;;2;;
2132;Jambi;Telco Jabung;2;;22;PERANGKAT MARCONI;PERANGKAT MARCONI;JBI-JBG-2-MRC-4-SEM--;;;JBI;;JBG;;2;;
2133;Jambi;Telco Jabung;2;;21;PERANGKAT MARCONI;PERANGKAT MARCONI;JBI-JBG-2-MRC-4-SEM--;;;JBI;;JBG;;2;;
2134;Jambi;Telco Jabung;2;;20;PERANGKAT MARCONI;PERANGKAT MARCONI;JBI-JBG-2-MRC-4-SEM--;;;JBI;;JBG;;2;;
2135;Jambi;Telco Jabung;2;;19;PERANGKAT MARCONI;PERANGKAT MARCONI;JBI-JBG-2-MRC-4-SEM--;;;JBI;;JBG;;2;;
2136;Jambi;Telco Jabung;2;;18;PERANGKAT MARCONI;PERANGKAT MARCONI;JBI-JBG-2-MRC-4-SEM--;;;JBI;;JBG;;2;;
2137;Jambi;Telco Jabung;2;;17;PERANGKAT MARCONI;PERANGKAT MARCONI;JBI-JBG-2-MRC-4-SEM--;;;JBI;;JBG;;2;;
2138;Jambi;Telco Jabung;2;;16;PERANGKAT MARCONI;PERANGKAT MARCONI;JBI-JBG-2-MRC-4-SEM--;;;JBI;;JBG;;2;;
2139;Jambi;Telco Jabung;2;;15;PERANGKAT MARCONI;PERANGKAT MARCONI;JBI-JBG-2-MRC-4-SEM--;;;JBI;;JBG;;2;;
2140;Jambi;Telco Jabung;2;;14;PERANGKAT MARCONI;PERANGKAT MARCONI;JBI-JBG-2-MRC-4-SEM--;;;JBI;;JBG;;2;;
2141;Jambi;Telco Jabung;2;;13;PERANGKAT MARCONI;PERANGKAT MARCONI;JBI-JBG-2-MRC-4-SEM--;;;JBI;;JBG;;2;;
2142;Jambi;Telco Jabung;2;;12;PERANGKAT MARCONI;PERANGKAT MARCONI;JBI-JBG-2-MRC-4-SEM--;;;JBI;;JBG;;2;;
2143;Jambi;Telco Jabung;2;;11;PERANGKAT MARCONI;PERANGKAT MARCONI;JBI-JBG-2-MRC-4-SEM--;;;JBI;;JBG;;2;;
2144;Jambi;Telco Jabung;2;;10;PERANGKAT MARCONI;PERANGKAT MARCONI;JBI-JBG-2-MRC-4-SEM--;;;JBI;;JBG;;2;;
2145;Jambi;Telco Jabung;2;;9;PERANGKAT MARCONI;PERANGKAT MARCONI;JBI-JBG-2-MRC-4-SEM--;;;JBI;;JBG;;2;;
2146;Jambi;Telco Jabung;2;;8;PERANGKAT MARCONI;PERANGKAT MARCONI;JBI-JBG-2-MRC-4-SEM--;;;JBI;;JBG;;2;;
2147;Jambi;Telco Jabung;2;;7;PERANGKAT MARCONI;PERANGKAT MARCONI;JBI-JBG-2-MRC-4-SEM--;;;JBI;;JBG;;2;;
2148;Jambi;Telco Jabung;2;;6;PERANGKAT MARCONI;PERANGKAT MARCONI;JBI-JBG-2-MRC-4-SEM--;;;JBI;;JBG;;2;;
2149;Jambi;Telco Jabung;2;;5;CABLE COMPARTMENT;CABLE COMPARTMENT;;;;JBI;;JBG;;2;;
2150;Jambi;Telco Jabung;2;;4;CABLE COMPARTMENT;CABLE COMPARTMENT;;;;JBI;;JBG;;2;;
2151;Jambi;Telco Jabung;2;;3;CABLE COMPARTMENT;CABLE COMPARTMENT;;;;JBI;;JBG;;2;;
2152;Jambi;Telco Jabung;2;;2;CABLE COMPARTMENT;CABLE COMPARTMENT;;;;JBI;;JBG;;2;;
2153;Jambi;Telco Jabung;2;;1;CABLE COMPARTMENT;CABLE COMPARTMENT;;;;JBI;;JBG;;2;;
2154;Jambi;Telco Jabung;3;47;47;IDLE;IDLE;;;;JBI;;JBG;;3;;
2155;Jambi;Telco Jabung;3;;46;IDLE;IDLE;;;;JBI;;JBG;;3;;
2156;Jambi;Telco Jabung;3;;45;IDLE;IDLE;;;;JBI;;JBG;;3;;
2157;Jambi;Telco Jabung;3;;44;IDLE;IDLE;;;;JBI;;JBG;;3;;
2158;Jambi;Telco Jabung;3;;43;IDLE;IDLE;;;;JBI;;JBG;;3;;
2159;Jambi;Telco Jabung;3;;42;IDLE;IDLE;;;;JBI;;JBG;;3;;
2160;Jambi;Telco Jabung;3;;41;IDLE;IDLE;;;;JBI;;JBG;;3;;
2161;Jambi;Telco Jabung;3;;40;IDLE;IDLE;;;;JBI;;JBG;;3;;
2162;Jambi;Telco Jabung;3;;39;IDLE;IDLE;;;;JBI;;JBG;;3;;
2163;Jambi;Telco Jabung;3;;38;IDLE;IDLE;;;;JBI;;JBG;;3;;
2164;Jambi;Telco Jabung;3;;37;IDLE;IDLE;;;;JBI;;JBG;;3;;
2165;Jambi;Telco Jabung;3;;36;IDLE;IDLE;;;;JBI;;JBG;;3;;
2166;Jambi;Telco Jabung;3;;35;IDLE;IDLE;;;;JBI;;JBG;;3;;
2167;Jambi;Telco Jabung;3;;34;IDLE;IDLE;;;;JBI;;JBG;;3;;
2168;Jambi;Telco Jabung;3;;33;IDLE;IDLE;;;;JBI;;JBG;;3;;
2169;Jambi;Telco Jabung;3;;32;IDLE;IDLE;;;;JBI;;JBG;;3;;
2170;Jambi;Telco Jabung;3;;31;IDLE;IDLE;;;;JBI;;JBG;;3;;
2171;Jambi;Telco Jabung;3;;30;IDLE;IDLE;;;;JBI;;JBG;;3;;
2172;Jambi;Telco Jabung;3;;29;IDLE;IDLE;;;;JBI;;JBG;;3;;
2173;Jambi;Telco Jabung;3;;28;IDLE;IDLE;;;;JBI;;JBG;;3;;
2174;Jambi;Telco Jabung;3;;27;IDLE;IDLE;;;;JBI;;JBG;;3;;
2175;Jambi;Telco Jabung;3;;26;IDLE;IDLE;;;;JBI;;JBG;;3;;
2176;Jambi;Telco Jabung;3;;25;IDLE;IDLE;;;;JBI;;JBG;;3;;
2177;Jambi;Telco Jabung;3;;24;IDLE;IDLE;;;;JBI;;JBG;;3;;
2178;Jambi;Telco Jabung;3;;23;IDLE;IDLE;;;;JBI;;JBG;;3;;
2179;Jambi;Telco Jabung;3;;22;IDLE;IDLE;;;;JBI;;JBG;;3;;
2180;Jambi;Telco Jabung;3;;21;OTB BARU 48 CORE JABUNG-SEKERNAN, JABUNG-TUNGKAL 40 core SC (1);IDLE;JBI-JBG-3-OTB#2-48-SC-1-;;;JBI;;JBG;;3;;
2181;Jambi;Telco Jabung;3;;20;OTB BARU 48 CORE JABUNG-SEKERNAN, JABUNG-TUNGKAL 40 core SC (1);OTB BARU 48 CORE JABUNG-SEKERNAN, JABUNG-TUNGKAL;JBI-JBG-3-OTB#2-48-SC-1-;;;JBI;;JBG;;3;;
2182;Jambi;Telco Jabung;3;;19;OTB BARU 48 CORE JABUNG-SEKERNAN, JABUNG-TUNGKAL 40 core SC (1);OTB BARU 48 CORE JABUNG-SEKERNAN, JABUNG-TUNGKAL;JBI-JBG-3-OTB#2-48-SC-1-;;;JBI;;JBG;;3;;
2183;Jambi;Telco Jabung;3;;18;IDLE;IDLE;;;;JBI;;JBG;;3;;
2184;Jambi;Telco Jabung;3;;17;IDLE;IDLE;;;;JBI;;JBG;;3;;
2185;Jambi;Telco Jabung;3;;16;IDLE;IDLE;;;;JBI;;JBG;;3;;
2186;Jambi;Telco Jabung;3;;15;IDLE;IDLE;;;;JBI;;JBG;;3;;
2187;Jambi;Telco Jabung;3;;14;IDLE;IDLE;;;;JBI;;JBG;;3;;
2188;Jambi;Telco Jabung;3;;13;IDLE;IDLE;;;;JBI;;JBG;;3;;
2189;Jambi;Telco Jabung;3;;12;IDLE;IDLE;;;;JBI;;JBG;;3;;
2190;Jambi;Telco Jabung;3;;11;IDLE;IDLE;;;;JBI;;JBG;;3;;
2191;Jambi;Telco Jabung;3;;10;IDLE;IDLE;;;;JBI;;JBG;;3;;
2192;Jambi;Telco Jabung;3;;9;IDLE;IDLE;;;;JBI;;JBG;;3;;
2193;Jambi;Telco Jabung;3;;8;IDLE;IDLE;;;;JBI;;JBG;;3;;
2194;Jambi;Telco Jabung;3;;7;IDLE;IDLE;;;;JBI;;JBG;;3;;
2195;Jambi;Telco Jabung;3;;6;IDLE;IDLE;;;;JBI;;JBG;;3;;
2196;Jambi;Telco Jabung;3;;5;IDLE;IDLE;;;;JBI;;JBG;;3;;
2197;Jambi;Telco Jabung;3;;4;IDLE;IDLE;;;;JBI;;JBG;;3;;
2198;Jambi;Telco Jabung;3;;3;IDLE;IDLE;;;;JBI;;JBG;;3;;
2199;Jambi;Telco Jabung;3;;2;IDLE;IDLE;;;;JBI;;JBG;;3;;
2200;Jambi;Telco Jabung;3;;1;IDLE;IDLE;;;;JBI;;JBG;;3;;
2201;Jambi;Shelter Kuala Tungkal;1;42;42;POWER SUPPLY DAN BREAKER PANEL;POWER SUPPLY DAN BREAKER PANEL;;;;JBI;;KLT;;1;;
2202;Jambi;Shelter Kuala Tungkal;1;;41;POWER SUPPLY DAN BREAKER PANEL;POWER SUPPLY DAN BREAKER PANEL;;;;JBI;;KLT;;1;;
2203;Jambi;Shelter Kuala Tungkal;1;;40;POWER SUPPLY DAN BREAKER PANEL;POWER SUPPLY DAN BREAKER PANEL;;;;JBI;;KLT;;1;;
2204;Jambi;Shelter Kuala Tungkal;1;;39;POWER SUPPLY DAN BREAKER PANEL;POWER SUPPLY DAN BREAKER PANEL;;;;JBI;;KLT;;1;;
2205;Jambi;Shelter Kuala Tungkal;1;;38;CABLE COMPARTMENT;IDLE;;;;JBI;;KLT;;1;;
2206;Jambi;Shelter Kuala Tungkal;1;;37;CABLE COMPARTMENT;IDLE;;;;JBI;;KLT;;1;;
2207;Jambi;Shelter Kuala Tungkal;1;;36;CABLE COMPARTMENT;CABLE COMPARTMENT;;;;JBI;;KLT;;1;;
2208;Jambi;Shelter Kuala Tungkal;1;;35;CABLE COMPARTMENT;CABLE COMPARTMENT;;;;JBI;;KLT;;1;;
2209;Jambi;Shelter Kuala Tungkal;1;;34;HIT 7300 DWDM SHELF 1;HIT 7300 DWDM SHELF 1;JBI-KLT-1-WDM-3-IFR-HIT 7300-;;;JBI;;KLT;;1;;
2210;Jambi;Shelter Kuala Tungkal;1;;33;HIT 7300 DWDM SHELF 1;HIT 7300 DWDM SHELF 1;JBI-KLT-1-WDM-3-IFR-HIT 7300-;;;JBI;;KLT;;1;;
2211;Jambi;Shelter Kuala Tungkal;1;;32;HIT 7300 DWDM SHELF 1;HIT 7300 DWDM SHELF 1;JBI-KLT-1-WDM-3-IFR-HIT 7300-;;;JBI;;KLT;;1;;
2212;Jambi;Shelter Kuala Tungkal;1;;31;HIT 7300 DWDM SHELF 1;HIT 7300 DWDM SHELF 1;JBI-KLT-1-WDM-3-IFR-HIT 7300-;;;JBI;;KLT;;1;;
2213;Jambi;Shelter Kuala Tungkal;1;;30;HIT 7300 DWDM SHELF 1;HIT 7300 DWDM SHELF 1;JBI-KLT-1-WDM-3-IFR-HIT 7300-;;;JBI;;KLT;;1;;
2214;Jambi;Shelter Kuala Tungkal;1;;29;HIT 7300 DWDM SHELF 1;HIT 7300 DWDM SHELF 1;JBI-KLT-1-WDM-3-IFR-HIT 7300-;;;JBI;;KLT;;1;;
2215;Jambi;Shelter Kuala Tungkal;1;;28;HIT 7300 DWDM SHELF 1;HIT 7300 DWDM SHELF 1;JBI-KLT-1-WDM-3-IFR-HIT 7300-;;;JBI;;KLT;;1;;
2216;Jambi;Shelter Kuala Tungkal;1;;27;HIT 7300 DWDM SHELF 1;HIT 7300 DWDM SHELF 1;JBI-KLT-1-WDM-3-IFR-HIT 7300-;;;JBI;;KLT;;1;;
2217;Jambi;Shelter Kuala Tungkal;1;;26;FAN DWDM SHELF 1;FAN DWDM SHELF 1;;;;JBI;;KLT;;1;;
2218;Jambi;Shelter Kuala Tungkal;1;;25;FAN DWDM SHELF 1;FAN DWDM SHELF 1;;;;JBI;;KLT;;1;;
2219;Jambi;Shelter Kuala Tungkal;1;;24;CABLE COMPARTMENT;CABLE COMPARTMENT;;;;JBI;;KLT;;1;;
2220;Jambi;Shelter Kuala Tungkal;1;;23;CABLE COMPARTMENT;CABLE COMPARTMENT;;;;JBI;;KLT;;1;;
2221;Jambi;Shelter Kuala Tungkal;1;;22;HIT 7300 DWDM SHELF 2;HIT 7300 DWDM SHELF 2;JBI-KLT-1-WDM-2-IFR-HIT 7300-;;;JBI;;KLT;;1;;
2222;Jambi;Shelter Kuala Tungkal;1;;21;HIT 7300 DWDM SHELF 2;HIT 7300 DWDM SHELF 2;JBI-KLT-1-WDM-2-IFR-HIT 7300-;;;JBI;;KLT;;1;;
2223;Jambi;Shelter Kuala Tungkal;1;;20;HIT 7300 DWDM SHELF 2;HIT 7300 DWDM SHELF 2;JBI-KLT-1-WDM-2-IFR-HIT 7300-;;;JBI;;KLT;;1;;
2224;Jambi;Shelter Kuala Tungkal;1;;19;HIT 7300 DWDM SHELF 2;HIT 7300 DWDM SHELF 2;JBI-KLT-1-WDM-2-IFR-HIT 7300-;;;JBI;;KLT;;1;;
2225;Jambi;Shelter Kuala Tungkal;1;;18;HIT 7300 DWDM SHELF 2;HIT 7300 DWDM SHELF 2;JBI-KLT-1-WDM-2-IFR-HIT 7300-;;;JBI;;KLT;;1;;
